,Fauna/Flora,Grupo,Família,Espécie (Simplificado),Categoria de Ameaça,Sigla Categoria de Ameaça,Bioma,Principais Ameaças,Presença em Áreas Protegidas,Plano de Ação Nacional para Conservação (PAN),Nível de Proteção na Estratégia Nacional,Espécie exclusiva do Brasil,Estados de Ocorrência
1402,Flora,Angiospermas,Asteraceae,Hoehnephytum almasense,Em Perigo (EN),EN,"Caatinga,Cerrado","Agropecuária,Queimadas,Extração de Madeira",Sim,Não,2,Informação não disponível,BA
1403,Flora,Angiospermas,Orchidaceae,Hoffmannseggella briegeri,Em Perigo (EN),EN,Cerrado,Turismo/Recreação,Sim,Sim,3,Sim,MG
1404,Flora,Angiospermas,Orchidaceae,Hoffmannseggella caulescens,Em Perigo (EN),EN,Cerrado,Mineração,Sim,Sim,3,Sim,MG
1405,Flora,Angiospermas,Orchidaceae,Hoffmannseggella endsfeldzii,Criticamente em Perigo (CR),CR,Cerrado,Turismo/Recreação,Não,Não,2,Sim,MG
1406,Flora,Angiospermas,Orchidaceae,Hoffmannseggella ghillanyi,Em Perigo (EN),EN,Cerrado,Turismo/Recreação,Sim,Sim,3,Sim,MG
1407,Flora,Angiospermas,Orchidaceae,Hoffmannseggella gloedeniana,Criticamente em Perigo (CR),CR,Mata Atlântica,"Queimadas,Agropecuária,Mineração,Turismo/Recreação,Espécies Invasoras,Extração Direta",Sim,Não,2,Sim,ES
1408,Flora,Angiospermas,Orchidaceae,Hoffmannseggella kautskyana,Criticamente em Perigo (CR),CR,Mata Atlântica,"Extração Direta,Mineração,Queimadas,Espécies Invasoras,Agropecuária,Mineração,Turismo/Recreação",Não,Não,2,Sim,ES
1409,Flora,Angiospermas,Orchidaceae,Hoffmannseggella milleri,Criticamente em Perigo (CR),CR,Cerrado,Mineração,Não,Não,2,Sim,MG
1410,Flora,Angiospermas,Orchidaceae,Hoffmannseggella mixta,Em Perigo (EN),EN,Mata Atlântica,"Mineração,Espécies Invasoras,Agropecuária,Turismo/Recreação,Extração Direta,Queimadas",Sim,Não,2,Sim,ES
1411,Flora,Angiospermas,Orchidaceae,Hoffmannseggella munchowiana,Criticamente em Perigo (CR),CR,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Não,Não,2,Sim,ES
1412,Flora,Angiospermas,Bromeliaceae,Hohenbergia castellanosii,Em Perigo (EN),EN,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,BA
1413,Flora,Angiospermas,Bromeliaceae,Hohenbergia correia-araujoi,Criticamente em Perigo (CR),CR,Mata Atlântica,Vazio,Sim,Não,2,Sim,BA
1414,Flora,Angiospermas,Bromeliaceae,Hohenbergia littoralis,Em Perigo (EN),EN,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,BA
1415,Fauna,Peixes Continentais,Characidae,Hollandichthys taramandahy,Em Perigo (EN),EN,"Mata Atlântica,Pampa",Mineração,Sim,Sim,2,Sim,"RS,SC"
1416,Fauna,Anfíbios,Craugastoridae,Holoaden bradei,Criticamente em Perigo (CR),CR,Mata Atlântica,Ameaça Desconhecida,Sim,Sim,4,Sim,"MG,RJ"
1417,Fauna,Anfíbios,Craugastoridae,Holoaden luederwaldti,Em Perigo (EN),EN,Mata Atlântica,Ameaça Desconhecida,Sim,Sim,4,Sim,"MG,RJ,SP"
1418,Flora,Angiospermas,Asteraceae,Holocheilus hieracioides,Em Perigo (EN),EN,Mata Atlântica,"Agropecuária,Espécies Invasoras",Sim,Não,2,Não,"RS,SC"
1419,Flora,Angiospermas,Asteraceae,Holocheilus monocephalus,Em Perigo (EN),EN,Mata Atlântica,"Agropecuária,Espécies Invasoras",Não,Não,1,Informação não disponível,"SC,RS"
1420,Fauna,Invertebrados Terrestres,Coenagrionidae,Homeoura lindneri,Vulnerável (VU),VU,"Cerrado,Mata Atlântica","Agropecuária,Assentamento Humano: cidades",Sim,Não,2,Não,SP
1421,Fauna,Répteis,Phyllodactylidae,Homonota uruguayensis,Vulnerável (VU),VU,Pampa,"Agropecuária,Mudança na dinâmica das espécies nativas",Sim,Sim,2,Não,RS
1422,Fauna,Peixes Continentais,Loricariidae,Hopliancistrus tricornis,Em Perigo (EN),EN,Amazônia,"Caça/Pesca,Outras Atividades Econômicas: energia",Sim,Sim,2,Sim,PA
1423,Flora,Angiospermas,Annonaceae,Hornschuchia alba,Criticamente em Perigo (CR),CR,Mata Atlântica,"Distúrbio Humano, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Sim,2,Sim,RJ
1424,Flora,Angiospermas,Annonaceae,Hornschuchia cauliflora,Em Perigo (EN),EN,Mata Atlântica,"Extração de Madeira,Distribuição Restrita, Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária",Sim,Não,2,Sim,BA
1425,Flora,Angiospermas,Annonaceae,Hornschuchia obliqua,Em Perigo (EN),EN,Mata Atlântica,"Agropecuária,Extração de Madeira, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,BA
1426,Flora,Angiospermas,Orchidaceae,Houlletia brocklehurstiana,Em Perigo (EN),EN,Mata Atlântica,Queimadas,Sim,Não,3,Sim,"ES,PR,RJ,SP"
1427,Flora,Angiospermas,Melastomataceae,Huberia carvalhoi,Em Perigo (EN),EN,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,BA
1428,Flora,Angiospermas,Melastomataceae,Huberia espiritosantensis,Vulnerável (VU),VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,ES
1429,Flora,Angiospermas,Melastomataceae,Huberia pirani,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Sim,2,Sim,MG
1430,Flora,Angiospermas,Humiriaceae,Humiriastrum spiritu-sancti,Criticamente em Perigo (CR),CR,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,ES
1431,Fauna,Invertebrados Terrestres,Nymphalidae,Hyalyris fiammetta,Criticamente em Perigo (CR)/Possivelmente Extinto (PEX),CR/PEX,"Cerrado,Mata Atlântica","Agropecuária,Assentamento Humano: cidades",Não,Sim,1,Sim,"ES,MG,RJ"
1432,Fauna,Invertebrados Terrestres,Nymphalidae,Hyalyris leptalina leptalina,Criticamente em Perigo (CR),CR,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Não,Sim,1,Sim,NaN
1433,Flora,Angiospermas,Violaceae,Hybanthus albus,Criticamente em Perigo (CR),CR,Caatinga,Agropecuária,Sim,Não,2,Sim,"BA,MG"
1434,Flora,Angiospermas,Araliaceae,Hydrocotyle langsdorffii,Em Perigo (EN),EN,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária,Queimadas,Extração de Madeira",Sim,Não,2,Informação não disponível,"PR,RJ,RS,SC,SP,"
1435,Fauna,Répteis,Dipsadidae,Hydrodynastes melanogigas,Em Perigo (EN),EN,Cerrado,"Assentamento Humano: cidades,Outras Atividades Econômicas: energia",Sim,Sim,2,Sim,NaN
1436,Fauna,Aves,Caprimulgidae,Hydropsalis candicans,Vulnerável (VU),VU,Cerrado,Queimadas,Sim,Sim,3,Não,"GO,ES,MG,MS,MT,RJ,SP"
1437,Fauna,Aves,Dendrocolaptidae,Hylexetastes brigidai,Vulnerável (VU),VU,Amazônia,"Agropecuária,Queimadas",Sim,Sim,3,Sim,"MT,PA"
1438,Fauna,Aves,Grallariidae,Hylopezus paraensis,Vulnerável (VU),VU,Amazônia,Agropecuária,Sim,Sim,3,Sim,PA
1439,Fauna,Aves,Vireonidae,Hylophilus ochraceiceps rubrifrons,Vulnerável (VU),VU,Amazônia,Agropecuária,Sim,Sim,2,Sim,"MA,MT,PA,TO"
1440,Flora,Angiospermas,Fabaceae,Hymenaea parvifolia,Vulnerável (VU),VU,Amazônia,Extração de Madeira,Sim,Não,2,Não,"AC,AM,PA,RO,RR,MA,PI,MT"
1441,Flora,Angiospermas,Fabaceae,Hymenolobium excelsum,Vulnerável (VU),VU,Amazônia,Extração Direta,Sim,Não,2,Sim,"AM,PA"
1442,Flora,Pteridófitas,Hymenophyllaceae,Hymenophyllum sampaioanum,Criticamente em Perigo (CR),CR,Mata Atlântica,"Assentamento Humano: cidades,Queimadas",Sim,Não,2,Sim,RJ
1443,Flora,Pteridófitas,Hymenophyllaceae,Hymenophyllum silveirae,Criticamente em Perigo (CR),CR,Mata Atlântica,Mineração,Sim,Não,2,Sim,MG
1444,Fauna,Peixes Continentais,Loricariidae,Hypancistrus zebra,Criticamente em Perigo (CR),CR,Amazônia,"Caça/Pesca,Outras Atividades Econômicas: energia",Não,Sim,2,Sim,PA
1445,Flora,Angiospermas,Lamiaceae,Hypenia aristulata,Criticamente em Perigo (CR),CR,Cerrado,Vazio,Sim,Sim,2,Sim,GO
1446,Flora,Angiospermas,Lamiaceae,Hypenia crispata,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Sim,2,Sim,GO
1447,Flora,Angiospermas,Lamiaceae,Hypenia micrantha,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Não,2,Sim,MT
1448,Flora,Angiospermas,Lamiaceae,Hypenia subrosea,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Sim,3,Sim,GO
1449,Flora,Angiospermas,Hypericaceae,Hypericum mutilum,Vulnerável (VU),VU,"Cerrado,Mata Atlântica",Plantação de Madereiras,Sim,Sim,2,Não,"MG,PR,RS,SC,SP"
1450,Fauna,Peixes Continentais,Characidae,Hyphessobrycon coelestinus,Em Perigo (EN),EN,Cerrado,Assentamento Humano: cidades,Sim,Sim,2,Sim,"DF,GO"
1451,Fauna,Peixes Continentais,Characidae,Hyphessobrycon duragenys,Em Perigo (EN),EN,Mata Atlântica,"Assentamento Humano: cidades,Poluição",Não,Sim,1,Sim,SP
1452,Fauna,Peixes Continentais,Characidae,Hyphessobrycon flammeus,Em Perigo (EN),EN,Mata Atlântica,"Assentamento Humano: cidades,Poluição",Sim,Sim,2,Sim,"RJ,SP"
1453,Fauna,Invertebrados Terrestres,Vesperidae,Hypocephalus armatus,Vulnerável (VU),VU,"Caatinga,Cerrado","Agropecuária,Caça/Pesca",Sim,Não,1,Sim,"BA,MG"
1454,Fauna,Aves,Thamnophilidae,Hypocnemis ochrogyna,Vulnerável (VU),VU,Amazônia,Agropecuária,Sim,Sim,4,Não,"MT,RO"
1455,Flora,Angiospermas,Cyperaceae,Hypolytrum amorimii,Criticamente em Perigo (CR),CR,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,ES
1456,Flora,Angiospermas,Cyperaceae,Hypolytrum bahiense,Em Perigo (EN),EN,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Assentamento Humano: cidades",Sim,Não,2,Informação não disponível,BA
1457,Flora,Angiospermas,Cyperaceae,Hypolytrum lucennoi,Vulnerável (VU),VU,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária,Espécies Invasoras",Sim,Não,2,Informação não disponível,"BA,ES"
1458,Flora,Angiospermas,Cyperaceae,Hypolytrum paraense,Em Perigo (EN),EN,"Amazônia,Cerrado","Perda de Habitat/Degradação (Induzida por Humanos),Extração para Combustível",Não,Não,1,Sim,PA
1459,Fauna,Peixes Continentais,Anostomidae,Hypomasticus thayeri,Em Perigo (EN),EN,Mata Atlântica,"Espécies Exóticas,Barragens,Abastecimento/Drenagem,Poluição",Sim,Sim,3,Sim,"ES,MG,SP"
1460,Fauna,Peixes Marinhos,Epinephelidae,Hyporthodus nigritus,Em Perigo (EN),EN,Marinho,Caça/Pesca,Sim,Sim,3,Não,"BA,ES,PR,RJ,RS,SC,SP"
1461,Fauna,Peixes Marinhos,Epinephelidae,Hyporthodus niveatus,Vulnerável (VU),VU,Marinho,Caça/Pesca,Sim,Sim,3,Não,"AL,BA,CE,ES,PB,PE,PR,RJ,RN,RS,SC,SE,SP"
1462,Fauna,Invertebrados Terrestres,Streptaxidae,Hypselartemon alveus,Vulnerável (VU),VU,Mata Atlântica,"Assentamento Humano: cidades,Desastres Naturais,Queimadas",Não,Não,0,Sim,RJ
1463,Fauna,Anfíbios,Hylidae,Hypsiboas curupi,Vulnerável (VU),VU,Mata Atlântica,"Agropecuária,Outras Atividades Econômicas: energia",Sim,Sim,2,Não,"RS,SC"
1464,Fauna,Anfíbios,Hylidae,Hypsiboas cymbalum,Criticamente em Perigo (CR)/Possivelmente Extinto (PEX),CR/PEX,Mata Atlântica,Poluição,Sim,Sim,4,Sim,SP
1465,Fauna,Anfíbios,Hylidae,Hypsiboas semiguttatus,Em Perigo (EN),EN,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Sim,Sim,2,Sim,"PR,SC"
1466,Fauna,Peixes Continentais,Rivulidae,Hypsolebias adornatus,Vulnerável (VU),VU,Caatinga,Caça/Pesca,Não,Não,1,Sim,BA
1467,Fauna,Peixes Continentais,Rivulidae,Hypsolebias alternatus,Vulnerável (VU),VU,Cerrado,"Agropecuária,Assentamento Humano: cidades",Não,Sim,1,Sim,MG
1468,Fauna,Peixes Continentais,Rivulidae,Hypsolebias auratus,Criticamente em Perigo (CR),CR,Cerrado,Agropecuária,Não,Sim,1,Sim,MG
1469,Fauna,Peixes Continentais,Rivulidae,Hypsolebias brunoi,Vulnerável (VU),VU,Cerrado,"Agropecuária,Caça/Pesca",Não,Não,1,Sim,GO
1470,Fauna,Peixes Continentais,Rivulidae,Hypsolebias carlettoi,Criticamente em Perigo (CR),CR,Caatinga,Caça/Pesca,Não,Não,1,Sim,BA
1471,Fauna,Peixes Continentais,Rivulidae,Hypsolebias fasciatus,Vulnerável (VU),VU,Cerrado,Agropecuária,Não,Não,1,Sim,MG
1472,Fauna,Peixes Continentais,Rivulidae,Hypsolebias flammeus,Em Perigo (EN),EN,Cerrado,Outras Atividades Econômicas: energia,Sim,Sim,2,Sim,GO
1473,Fauna,Peixes Continentais,Rivulidae,Hypsolebias flavicaudatus,Criticamente em Perigo (CR),CR,"Caatinga,Mata Atlântica",Agropecuária,Não,Não,1,Sim,PE
1474,Fauna,Peixes Continentais,Rivulidae,Hypsolebias fulminantis,Criticamente em Perigo (CR),CR,"Caatinga,Cerrado","Agropecuária,Caça/Pesca,Indústrias",Não,Sim,1,Sim,BA
1475,Fauna,Peixes Continentais,Rivulidae,Hypsolebias ghisolfii,Criticamente em Perigo (CR),CR,"Caatinga,Cerrado","Agropecuária,Caça/Pesca,Indústrias",Não,Sim,1,Sim,BA
1476,Fauna,Peixes Continentais,Rivulidae,Hypsolebias gibberatus,Vulnerável (VU),VU,Cerrado,Agropecuária,Não,Não,1,Sim,MG
1477,Fauna,Peixes Continentais,Rivulidae,Hypsolebias guanambi,Vulnerável (VU),VU,Caatinga,Transporte Diversos,Não,Não,1,Sim,NaN
1478,Fauna,Peixes Continentais,Rivulidae,Hypsolebias harmonicus,Vulnerável (VU),VU,Caatinga,Agropecuária,Não,Não,1,Sim,NaN
1479,Fauna,Peixes Continentais,Rivulidae,Hypsolebias hellneri,Em Perigo (EN),EN,"Caatinga,Cerrado",Agropecuária,Sim,Sim,2,Sim,"BA,MG"
1480,Fauna,Peixes Continentais,Rivulidae,Hypsolebias igneus,Criticamente em Perigo (CR),CR,Caatinga,Caça/Pesca,Não,Não,1,Sim,BA
1481,Fauna,Peixes Continentais,Rivulidae,Hypsolebias janaubensis,Criticamente em Perigo (CR),CR,"Caatinga,Cerrado",Assentamento Humano: cidades,Não,Não,1,Sim,MG
1482,Fauna,Peixes Continentais,Rivulidae,Hypsolebias longignatus,Vulnerável (VU),VU,Caatinga,Agropecuária,Não,Não,1,Sim,NaN
1483,Fauna,Peixes Continentais,Rivulidae,Hypsolebias lopesi,Vulnerável (VU),VU,Caatinga,Agropecuária,Não,Não,1,Sim,NaN
1484,Fauna,Peixes Continentais,Rivulidae,Hypsolebias macaubensis,Criticamente em Perigo (CR),CR,Caatinga,Agropecuária,Não,Não,1,Sim,MG
1485,Fauna,Peixes Continentais,Rivulidae,Hypsolebias magnificus,Em Perigo (EN),EN,"Caatinga,Cerrado",Agropecuária,Sim,Sim,2,Sim,"BA,MG"
1486,Fauna,Peixes Continentais,Rivulidae,Hypsolebias marginatus,Criticamente em Perigo (CR),CR,Cerrado,Agropecuária,Não,Sim,1,Sim,NaN
1487,Fauna,Peixes Continentais,Rivulidae,Hypsolebias mediopapillatus,Vulnerável (VU),VU,"Caatinga,Cerrado","Agropecuária,Caça/Pesca",Não,Não,1,Sim,NaN
1488,Fauna,Peixes Continentais,Rivulidae,Hypsolebias multiradiatus,Criticamente em Perigo (CR),CR,Cerrado,"Agropecuária,Outras Atividades Econômicas: energia",Não,Sim,1,Sim,NaN
1489,Fauna,Peixes Continentais,Rivulidae,Hypsolebias nielseni,Em Perigo (EN),EN,Cerrado,Agropecuária,Não,Não,1,Sim,MG
1490,Fauna,Peixes Continentais,Rivulidae,Hypsolebias notatus,Em Perigo (EN),EN,Cerrado,"Barragens,Abastecimento/Drenagem,Transporte Diversos",Sim,Sim,2,Sim,GO
1491,Fauna,Peixes Continentais,Rivulidae,Hypsolebias picturatus,Vulnerável (VU),VU,"Caatinga,Cerrado",Agropecuária,Não,Não,1,Sim,NaN
1492,Fauna,Peixes Continentais,Rivulidae,Hypsolebias rufus,Criticamente em Perigo (CR),CR,Cerrado,Transporte Diversos,Não,Sim,1,Sim,NaN
1493,Fauna,Peixes Continentais,Rivulidae,Hypsolebias similis,Vulnerável (VU),VU,Cerrado,Agropecuária,Não,Sim,1,Sim,MG
1494,Fauna,Peixes Continentais,Rivulidae,Hypsolebias stellatus,Em Perigo (EN),EN,Cerrado,Assentamento Humano: cidades,Não,Sim,1,Sim,MG
1495,Fauna,Peixes Continentais,Rivulidae,Hypsolebias tocantinensis,Criticamente em Perigo (CR),CR,Cerrado,Agropecuária,Não,Não,1,Sim,MA
1496,Fauna,Peixes Continentais,Rivulidae,Hypsolebias trilineatus,Vulnerável (VU),VU,Cerrado,Agropecuária,Não,Sim,1,Sim,MG
1497,Fauna,Peixes Continentais,Rivulidae,Hypsolebias virgulatus,Criticamente em Perigo (CR),CR,Cerrado,Agropecuária,Não,Não,1,Sim,MG
1498,Flora,Angiospermas,Lamiaceae,Hyptidendron claussenii,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Sim,2,Sim,MG
1499,Flora,Angiospermas,Lamiaceae,Hyptidendron conspersum,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Não,2,Sim,BA
1500,Flora,Angiospermas,Lamiaceae,Hyptis alpestris,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Não,2,Sim,"MG,SP"
1501,Flora,Angiospermas,Lamiaceae,Hyptis angustifolia,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Não,2,Sim,GO
1502,Flora,Angiospermas,Lamiaceae,Hyptis arenaria,Vulnerável (VU),VU,Cerrado,Vazio,Sim,Não,2,Sim,TO
1503,Flora,Angiospermas,Lamiaceae,Hyptis bahiensis,Em Perigo (EN),EN,Caatinga,"Perda de Habitat/Degradação (Induzida por Humanos),Poluição",Sim,Não,2,Sim,BA
1504,Flora,Angiospermas,Lamiaceae,Hyptis colligata,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Sim,2,Sim,GO
1505,Flora,Angiospermas,Lamiaceae,Hyptis cruciformis,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Sim,3,Sim,GO
1506,Flora,Angiospermas,Lamiaceae,Hyptis frondosa,Vulnerável (VU),VU,Cerrado,Vazio,Sim,Não,2,Sim,"GO,MT"
1507,Flora,Angiospermas,Lamiaceae,Hyptis hamatidens,Vulnerável (VU),VU,Cerrado,Vazio,Sim,Não,2,Sim,"GO,MT"
1508,Flora,Angiospermas,Lamiaceae,Hyptis imbricatiformis,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Sim,3,Sim,"GO,TO"
1509,Flora,Angiospermas,Lamiaceae,Hyptis pachyphylla,Vulnerável (VU),VU,Cerrado,Vazio,Sim,Sim,3,Sim,GO
1510,Flora,Angiospermas,Lamiaceae,Hyptis penaeoides,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Sim,3,Sim,"GO,TO"
1511,Flora,Angiospermas,Lamiaceae,Hyptis rhypidiophylla,Em Perigo (EN),EN,Cerrado,Agropecuária,Sim,Não,2,Sim,MG
1512,Flora,Angiospermas,Asteraceae,Hysterionica pinnatiloba,Em Perigo (EN),EN,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Desenvolvimento e Infraestrutura",Não,Não,1,Informação não disponível,RS
1513,Flora,Angiospermas,Asteraceae,Hysterionica pinnatisecta,Criticamente em Perigo (CR),CR,Mata Atlântica,Mineração,Sim,Não,2,Informação não disponível,SC
1514,Fauna,Invertebrados Terrestres,Corinnidae,Ianduba paubrasil,Em Perigo (EN),EN,Mata Atlântica,"Extração Florestal,Queimadas",Sim,Não,3,Sim,"BA,ES"
1515,Fauna,Invertebrados Terrestres,Gonyleptidae,Iandumoema setimapocu,Em Perigo (EN),EN,Cerrado,"Agropecuária,Mineração",Não,Não,1,Sim,MG
1516,Fauna,Invertebrados Terrestres,Gonyleptidae,Iandumoema uai,Criticamente em Perigo (CR),CR,"Caatinga,Cerrado","Agropecuária,Barragens,Abastecimento/Drenagem",Sim,Sim,3,Sim,MG
1517,Flora,Angiospermas,Asteraceae,Ianthopappus corymbosus,Criticamente em Perigo (CR),CR,Pampa,"Agropecuária,Espécies Invasoras",Não,Não,1,Não,RS
1518,Flora,Angiospermas,Asteraceae,Ichthyothere elliptica,Em Perigo (EN),EN,Cerrado,"Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária",Sim,Sim,2,Informação não disponível,"DF,GO,MG"
1519,Fauna,Invertebrados Terrestres,Ideoroncidae,Ideoroncus cavicola,Vulnerável (VU),VU,Mata Atlântica,"Assentamento Humano: cidades,Poluição",Sim,Não,3,Sim,"PR,SP"
1520,Flora,Angiospermas,Plantaginaceae,Ildefonsia bibracteata,Criticamente em Perigo (CR),CR,Mata Atlântica,"Desenvolvimento e Infraestrutura,Plantação de Madereiras,Agropecuária",Sim,Sim,2,Sim,RJ
1521,Flora,Angiospermas,Aquifoliaceae,Ilex auricula,Criticamente em Perigo (CR),CR,"Caatinga,Cerrado","Agropecuária,Mineração,Queimadas",Não,Não,1,Sim,BA
1522,Flora,Angiospermas,Aquifoliaceae,Ilex loranthoides,Vulnerável (VU),VU,"Cerrado,Mata Atlântica","Mineração,Queimadas",Sim,Não,2,Sim,"MG,RJ"
1523,Flora,Angiospermas,Aquifoliaceae,Ilex prostrata,Criticamente em Perigo (CR),CR,Cerrado,"Mineração,Turismo/Recreação,Assentamento Humano: cidades",Sim,Sim,3,Sim,MG
1524,Flora,Angiospermas,Fabaceae,Inga aptera,Vulnerável (VU),VU,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,BA
1525,Flora,Angiospermas,Fabaceae,Inga arenicola,Em Perigo (EN),EN,Mata Atlântica,Desenvolvimento e Infraestrutura,Sim,Não,2,Sim,RJ
1526,Flora,Angiospermas,Fabaceae,Inga enterolobioides,Criticamente em Perigo (CR),CR,Mata Atlântica,"Desenvolvimento e Infraestrutura,Distribuição Restrita",Sim,Não,2,Sim,RJ
1527,Flora,Angiospermas,Fabaceae,Inga grazielae,Vulnerável (VU),VU,Mata Atlântica,"Agropecuária,Endogamia",Sim,Não,2,Informação não disponível,BA
1528,Flora,Angiospermas,Fabaceae,Inga maritima,Vulnerável (VU),VU,Mata Atlântica,"Distribuição Restrita,Assentamento Humano: cidades",Sim,Não,2,Sim,RJ
1529,Flora,Angiospermas,Fabaceae,Inga mendoncaei,Vulnerável (VU),VU,Mata Atlântica,Distribuição Restrita,Sim,Não,2,Sim,RJ
1530,Flora,Angiospermas,Fabaceae,Inga pedunculata,Criticamente em Perigo (CR),CR,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,BA
1531,Flora,Angiospermas,Fabaceae,Inga platyptera,Vulnerável (VU),VU,Mata Atlântica,"Turismo/Recreação, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Informação não disponível,"ES,MG,RJ"
1532,Flora,Angiospermas,Fabaceae,Inga pleiogyna,Vulnerável (VU),VU,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária",Sim,Não,2,Informação não disponível,BA
1533,Flora,Angiospermas,Fabaceae,Inga praegnans,Vulnerável (VU),VU,Mata Atlântica,Desenvolvimento e Infraestrutura,Sim,Não,2,Sim,SP
1534,Flora,Angiospermas,Fabaceae,Inga suborbicularis,Vulnerável (VU),VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Não,Não,1,Informação não disponível,"BA,SP"
1535,Flora,Angiospermas,Fabaceae,Inga unica,Vulnerável (VU),VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"BA,ES"
1536,Fauna,Mamíferos,Iniidae,Inia geoffrensis,Em Perigo (EN),EN,"Amazônia,Cerrado","Caça/Pesca,Mineração,Outras Atividades Econômicas: energia,Poluição",Sim,Sim,4,Não,"AC,AM,AP,,MT,PA,RO,RR"
1537,Fauna,Aves,Tityridae,Iodopleura pipra,Em Perigo (EN),EN,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Sim,Sim,3,Sim,"AL,BA,ES,MG,PE,RJ,SE,SP"
1538,Fauna,Aves,Tityridae,Iodopleura pipra leucopygia,Criticamente em Perigo (CR),CR,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Sim,Não,2,Sim,PE
1539,Fauna,Aves,Tityridae,Iodopleura pipra pipra,Em Perigo (EN),EN,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Sim,Não,2,Sim,"BA,ES,MG,RJ,SP"
1540,Flora,Angiospermas,Convolvulaceae,Ipomoea carajasensis,Vulnerável (VU),VU,Amazônia,Mineração,Sim,Não,1,Sim,PA
1541,Flora,Angiospermas,Convolvulaceae,Ipomoea cavalcantei,Em Perigo (EN),EN,Amazônia,Mineração,Sim,Não,2,Sim,"PA,TO"
1542,Flora,Angiospermas,Convolvulaceae,Ipomoea daturiflora,Vulnerável (VU),VU,Mata Atlântica,"Turismo/Recreação,Mineração,Assentamento Humano: cidades,Espécies Invasoras,Desenvolvimento e Infraestrutura, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Informação não disponível,"MG,RJ"
1543,Flora,Angiospermas,Convolvulaceae,Ipomoea macedoi,Criticamente em Perigo (CR),CR,Cerrado,Agropecuária,Não,Não,1,Informação não disponível,MG
1544,Flora,Angiospermas,Convolvulaceae,Ipomoea subrevoluta,Vulnerável (VU),VU,"Amazônia,Cerrado,Mata Atlântica,Pantanal",Agropecuária,Sim,Não,1,Informação não disponível,"AP,MS,MT,PR,SP,"
1545,Flora,Angiospermas,Myristicaceae,Iryanthera campinae,Vulnerável (VU),VU,Amazônia,"Mineração,Agropecuária",Sim,Não,2,Sim,"AM,RR"
1546,Flora,Angiospermas,Orchidaceae,Isabelia virginalis,Vulnerável (VU),VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,3,Não,"MG,RJ,SP,PR"
1547,Fauna,Peixes Continentais,Loricariidae,Isbrueckerichthys saxicola,Criticamente em Perigo (CR),CR,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Não,Sim,1,Sim,PR
1548,Fauna,Anfíbios,Brachycephalidae,Ischnocnema manezinho,Vulnerável (VU),VU,Mata Atlântica,Assentamento Humano: cidades,Não,Sim,1,Sim,SC
1549,Flora,Angiospermas,Marantaceae,Ischnosiphon ovatus,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,"ES,PR,RJ,SP"
